ticker,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,,url,d_domain[],address1,address2,city,state,zip,country,fullTimeEmployees,,url,TickerSymbol,dk,CorpNameKITTB,CorpAddress,CorpCity,CorpState,CorpZip,CorpCountry,PublicOrPrivate,NumEmployees,Industry,SIC,SIC2,Ticker match
MRKR,"Marker Therapeutics, Inc.",4.62,$211M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrkr,,https://crawl.versium.com/finance.php?cmd=readall&ticker=TRNX,taronistech.com,300 W. Clarendon Avenue,Suite 230,Phoenix,AZ,85013,United States,87,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=taronistech.com, , , , , , , , , , , , , ,
MRLN,Marlin Business Services Corp.,23.2,$283.98M,2003,Finance,Major Banks,https://www.nasdaq.com/symbol/mrln,,https://crawl.versium.com/finance.php?cmd=readall&ticker=PECK,peckcompany.com,4050 Williston Road,Suite 511,South Burlington,VT,5403,United States,85,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=peckcompany.com, , , , , , , , , , , , , ,
MRNA,"Moderna, Inc.",12.74,$4.21B,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mrna,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MRNA,modernatx.com,200 Technology Square,,Cambridge,MA,2139,United States,760,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=modernatx.com,MRNA,modernatx.com,MODERNA THERAPEUTICS,200 TECHNOLOGY SQUARE,CAMBRIDGE,MA,,US,Public,700,Chemicals (Pharmaceutical and Drug),2836,28,TRUE
MRNS,"Marinus Pharmaceuticals, Inc.",1.19,$62.57M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrns,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MRNS,marinuspharma.com,170 North Radnor Chester Road,Suite 250,Radnor,PA,19087,United States,36,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=marinuspharma.com,,marinuspharma.com,MARINUS PHARMACEUTICALS,21 BUSINESS PARK DR,BRANFORD,CT,6405,US,Private,30,Chemicals (Pharmaceutical and Drug),2834,28,
MRO,Marathon Oil Corporation,12.3,$9.89B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mro,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MRO,marathonoil.com,5555 San Felipe Street,,Houston,TX,77056,United States,2400,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=marathonoil.com,MRO,marathonoil.com,MARATHON OIL CORPORATION,BOX 3128,HOUSTON,TX,77056,US,Public,2300,Oil And Gas Extraction,1311,13,TRUE
MRSN,"Mersana Therapeutics, Inc.",2.77,$132.43M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrsn,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MRSN,mersana.com,840 Memorial Drive,,Cambridge,MA,2139,United States,86,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=mersana.com,,mersana.com,MERSANA THERAPEUTICS,840 MEMORIAL DR,CAMBRIDGE,MA,2139,US,Private,0,Chemicals (Pharmaceutical and Drug),2834,28,
MRTN,"Marten Transport, Ltd.",18.68,$1.02B,1986,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/mrtn,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MRTN,marten.com,129 Marten Street,,Mondovi,WI,54755,United States,3589,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=marten.com,MRTN,marten.com,MARTEN TRANSPORT LTD,129 MARTEN ST,MONDOVI,WI,54755,US,Public,2,"Transportation (Trucking, Shipping)",4213,42,TRUE
MRTX,"Mirati Therapeutics, Inc.",91.39,$3.59B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrtx,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MRTX,mirati.com,9393 Towne Centre Drive,Suite 200,San Diego,CA,92121,United States,63,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=mirati.com,MRTX,mirati.com,MIRATI THERAPEUTICS,9393 TOWNE CENTRE DR STE 200,SAN DIEGO,CA,92121,US,Public,38,Chemicals (Pharmaceutical and Drug),2834,28,TRUE
MRUS,Merus N.V.,16.15,$377.58M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrus,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MLVF,malvernbancorp.com,42 East Lancaster Avenue,,Paoli,PA,19301,United States,84,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=malvernbancorp.com, , , , , , , , , , , , , ,
MRVL,Marvell Technology Group Ltd.,24.7,$16.33B,2000,Technology,Semiconductors,https://www.nasdaq.com/symbol/mrvl,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MICR,micronsolutionsinc.com,25 Sawyer Passway,,Fitchburg,MA,1420,United States,83,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=micronsolutionsinc.com, , , , , , , , , , , , , ,
MS,Morgan Stanley,39.33,$65B,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ms,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MS,morganstanley.com,1585 Broadway,,New York,NY,10036,United States,59513,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=morganstanley.com,MS,morganstanley.com,MORGAN STANLEY,1585 BROADWAY,NEW YORK,NY,10036,US,Public,57633,Securities and Commodities,6211,62,TRUE
MSA,MSA Safety Incorporporated,99.87,$3.87B,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/msa,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MSA,msasafety.com,1000 Cranberry Woods Drive,,Cranberry Township,PA,16066,United States,4800,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=msasafety.com,MSA,msasafety.com,MINE SAFETY APPLIANCES CO,1000 CRANBERRY WOODS DR,CRANBERRY TOWNSHIP,PA,16066,US,Public,5000,Medical / Dental Devices and Supplies,3842,35,TRUE
MSB,Mesabi Trust,23.55,$308.98M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/msb,,https://crawl.versium.com/finance.php?cmd=readall&ticker=CHCI,comstockcompanies.com,1886 Metro Center Drive,4th Floor,Reston,VA,20190,United States,82,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=comstockcompanies.com, , , , , , , , , , , , , ,
MSBF,MSB Financial Corp.,16.15,$84.46M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/msbf,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MSBF,millingtonbank.com,1902 Long Hill Road,,Millington,NJ,7946,United States,,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=millingtonbank.com,MSBF,millingtonbank.com,MILLINGTON BANK,1902 LONG HILL RD,MILLINGTON,NJ,7946,US,Public,125,Banks and Depository Institutions,6035,60,TRUE
MSBI,"Midland States Bancorp, Inc.",25.45,$620.05M,2016,Finance,Major Banks,https://www.nasdaq.com/symbol/msbi,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MSBI,midlandsb.com,1201 Network Centre Drive,,Effingham,IL,62401,United States,1100,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=midlandsb.com,,midlandsb.com,MIDLAND STATES BANK,1201 NETWORK CENTRE DR,EFFINGHAM,IL,62401,US,Private,125,Investment and Holding,6712,67,
MSC,Studio City International Holdings Limited,19.5,$1.53B,2018,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/msc,,https://crawl.versium.com/finance.php?cmd=readall&ticker=PBFX,pbflogistics.com,One Sylvan Way,Second Floor,Parsippany,NJ,7054,United States,82,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=pbflogistics.com, , , , , , , , , , , , , ,
MSCI,MSCI Inc,218.9,$18.54B,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/msci,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MSCI,msci.com,7 World Trade Center,49th Floor 250 Greenwich Street,New York,NY,10007,United States,3266,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=msci.com,MSCI,msci.com,MSCI,7 WORLD TRADE CENTER 250 GREENWICH STREET 49TH FLOOR,NEW YORK,NY,,US,Public,7500,Business Services (Miscellaneous),7389,27,TRUE
MSEX,Middlesex Water Company,59.91,$992.59M,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/msex,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MSEX,middlesexwater.com,485C Route 1 South,Suite 400,Iselin,NJ,8830,United States,330,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=middlesexwater.com,MSEX,middlesexwater.com,MIDDLESEX WATER COMPANY,1500 RONSON RD BOX 1500,ISELIN,NJ,8830,US,Public,25,"Utilities (Electric, Gas, Sanitary)",4941,49,TRUE
MSFT,Microsoft Corporation,133.98,$1022.99B,1986,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/msft,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MSFT,microsoft.com,One Microsoft Way,,Redmond,WA,98052,United States,144000,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=microsoft.com,MSFT,microsoft.com,MICROSOFT,ONE MICROSOFT WAY,REDMOND,WA,98052,US,Public,134944,"Business Services (Software, Programming, IT)",7372,73,TRUE
MSG,The Madison Square Garden Company,285.23,$6.78B,2015,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/msg,,https://crawl.versium.com/finance.php?cmd=readall&ticker=TBIO,translate.bio,29 Hartwell Avenue,,Lexington,MA,2421,United States,81,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=translate.bio, , , , , , , , , , , , , ,
MSGN,MSG Networks Inc.,17.23,$1.29B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/msgn,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MSGN,msgnetworks.com,11 Pennsylvania Plaza,3rd Floor,New York,NY,10001,United States,180,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=msgnetworks.com,,msgnetworks.com,MSG NETWORKS INC.,11 PENNSYLVANIA PLAZA,NEW YORK,NY,10001,US,Private,174,Media and Broadcast,4841,48,
MSI,"Motorola Solutions, Inc.",171.03,$28.31B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/msi,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MSI,motorolasolutions.com,500 West Monroe Street,Suite 4400,Chicago,IL,60661,United States,17000,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=motorolasolutions.com,MSI,motorolasolutions.com,MOTOROLA SOLUTIONS,500 W MONROE ST,CHICAGO,IL,60173,US,Public,16000,Electronics and Electronic Components,3663,36,TRUE
MSL,MidSouth Bancorp,10.26,$171.67M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/msl,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MSL,midsouthbank.com,102 Versailles Boulevard,,Lafayette,LA,70501,United States,474,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=midsouthbank.com,MSL,midsouthbank.com,MIDSOUTH BANK NA,102 VERSAILLES BLVD VERSAILLES CENTRE,LAFAYETTE,LA,70605,US,Public,750,Banks and Depository Institutions,6021,60,TRUE
MSM,"MSC Industrial Direct Company, Inc.",65.71,$3.63B,1995,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/msm,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MSM,mscdirect.com,75 Maxess Road,,Melville,NY,11747,United States,6500,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=mscdirect.com,MSM,mscdirect.com,MSC INDUSTRIAL DIRECT,75 MAXESS RD,MELVILLE,NY,11747,US,Public,0,Industrial and Commercial Machinery,5084,50,TRUE
MSN,Emerson Radio Corporation,1.02,$21.46M,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/msn,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MSN,emersonradio.com,35 Waterview Boulevard,Suite 140,Parsippany,NJ,7054,United States,23,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=emersonradio.com,MSN,emersonradio.com,EMERSON RADIO CORPORATION,35 WATERVIEW BLVD STE 140,PARSIPPANY,NJ,7601,US,Public,115,Electronics and Electronic Components,3651,36,TRUE
MSON,"MISONIX, Inc.",21.23,$204.68M,1992,Capital Goods,Medical Specialities,https://www.nasdaq.com/symbol/mson,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MSON,misonix.com,1938 New Highway,,Farmingdale,NY,11735,United States,118,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=misonix.com,MSON,misonix.com,MISONIX,1938 NEW HIGHWAY,FARMINGDALE,NY,11735,US,Public,75,Laboratory Equipment and Measurement Devices,3821,38,TRUE
MSTR,MicroStrategy Incorporated,137.95,$1.41B,1998,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mstr,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MSTR,microstrategy.com,1850 Towers Crescent Plaza,,Tysons Corner,VA,22182,United States,2477,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=microstrategy.com,MSTR,microstrategy.com,MICROSTRATEGY,1850 TOWERS CRESCENT PLAZA,TYSONS CORNER,VA,,US,Public,2528,"Business Services (Software, Programming, IT)",7372,73,TRUE
MSVB,"Mid-Southern Bancorp, Inc.",12.58,$44.85M,2018,Finance,Savings Institutions,https://www.nasdaq.com/symbol/msvb,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MSVB,mid-southern.com,300 North Water Street,,Salem,IN,47167,United States,43,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=mid-southern.com,MSVB,mid-southern.com,MID SOUTHERN SAVINGS BANK,300 N WATER ST,SALEM,IN,47167,US,Public,30,Banks and Depository Institutions,6035,60,TRUE
MT,ArcelorMittal,12.65,$12.8B,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/mt,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MT,arcelormittal.com,"24-26, Boulevard d'Avranches",,Luxembourg City,,1160,Luxembourg,208583,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=arcelormittal.com,MT,arcelormittal.com,ARCELORMITTAL,"24-26, BOULEVARD D?AVRANCHES L-1160 LUXEMBOURG",GRAND DUCHY OF LUXEMBOURG,,,LU,Public,209000,"Metal (Foundaries, Mills, Refining, Processing)",3312,49,TRUE
MTB,M&T Bank Corporation,144.76,$19.35B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mtb,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MTB,mtb.com,One M&T Plaza,,Buffalo,NY,14203,United States,17516,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=mtb.com,MTB,mtb.com,MT BANK,C/O CORPORATE REPORTING ONE MT PLAZA 5TH FLOOR,BUFFALO,NY,,US,Public,16354,Banks and Depository Institutions,6022,67,TRUE
MTBC,"MTBC, Inc.",4.73,$56.92M,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtbc,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MTBC,mtbc.com,7 Clyde Road,,Somerset,NJ,8873,United States,2400,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=mtbc.com,MTBC,mtbc.com,MTBC,7 CLYDE ROAD SOMERSET,SOMERSET,NJ,8873,US,Public,2000,"Business Services (Software, Programming, IT)",7372,73,TRUE
MTC,"MMTec, Inc.",4,$80.28M,2019,n/a,n/a,https://www.nasdaq.com/symbol/mtc,,https://crawl.versium.com/finance.php?cmd=readall&ticker=FOMX,foamix.com,2 Holzman Street,Weizmann Science Park,Rehovot,,7670402,Israel,80,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=foamix.com, , , , , , , , , , , , , ,
MTCH,"Match Group, Inc.",79.53,$22.35B,2015,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/mtch,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MTCH,mtch.com,8750 North Central Expressway,Suite 1400,Dallas,TX,75231,United States,1400,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=mtch.com,MTCH,mtch.com,MATCH,8750 N CENTRAL EXPRESSWAY STE 1400,DALLAS,TX,10001,US,Public,375,,7370,,TRUE
MTD,"Mettler-Toledo International, Inc.",660.59,$16.26B,1997,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/mtd,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MTD,mt.com,1900 Polaris Parkway,,Columbus,OH,43240,United States,14200,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=mt.com,MTD,mt.com,METTLER TOLEDO,1900 POLARIS PKWY,COLUMBUS,OH,43240,US,Public,14200,Laboratory Equipment and Measurement Devices,3826,38,TRUE
MTDR,Matador Resources Company,14.03,$1.64B,2012,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mtdr,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MTDR,matadorresources.com,One Lincoln Centre,5400 LBJ Freeway Suite 1500,Dallas,TX,75240,United States,264,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=matadorresources.com,MTDR,matadorresources.com,MATADOR RESOURCES COMPANY,5400 LBJ FREEWAY STE 1500,DALLAS,TX,75234,US,Public,75,Oil And Gas Extraction,1311,13,TRUE
MTEM,"Molecular Templates, Inc.",4.6,$169.91M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtem,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MTEM,mtem.com,9301 Amberglen Boulevard,Suite 100,Austin,TX,78729,United States,79,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=mtem.com, , , , , , , , , , , , , ,
MTEX,"Mannatech, Incorporated",15.51,$37.11M,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/mtex,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MTEX,mannatech.com,1410 Lakeside Parkway,Suite 200,Flower Mound,TX,75028,United States,247,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=mannatech.com,MTEX,mannatech.com,MANNATECH INCORPORATED,1410 LAKESIDE PKWY STE 200,FLOWER MOUND,TX,,US,Public,252,Chemicals (Pharmaceutical and Drug),2833,28,TRUE
MTFB,Motif Bio plc,0.5591,$9.57M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtfb,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MTFB,motifbio.com,125 Park Avenue,25th Floor,New York,NY,10017,United States,7,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=motifbio.com,,motifbio.com,"MOTIF BIOSCIENCES, INC.",330 MADISON AVE,NEW YORK,NY,10017,US,Private,35,,,,
MTG,MGIC Investment Corporation,12.01,$4.25B,1991,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mtg,,https://crawl.versium.com/finance.php?cmd=readall&ticker=PBIP,psbanker.com,1834 West Oregon Avenue,,Philadelphia,PA,19145,United States,79,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=psbanker.com, , , , , , , , , , , , , ,
MTH,Meritage Corporation,62.07,$2.38B,n/a,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/mth,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MTH,meritagehomes.com,8800 East Raintree Drive,Suite 300,Scottsdale,AZ,85260,United States,1615,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=meritagehomes.com,MTH,meritagehomes.com,MERITAGE HOMES CORPORATION,8800 E RAINTREE DR STE 300,SCOTTSDALE,AZ,85258,US,Public,1605,Construction (Building/Contractor),1531,15,TRUE
MTL,Mechel PAO,1.85,$462.06M,2004,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/mtl,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MTL,mechel.com,Krasnoarmeyskaya Street 1,,Moscow,,125167,Russia,59382,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=mechel.com,MTL,mechel.com,MECHEL,"1, KRASNOARMEYSKAYA UL",MOSCOW,,,RU,Public,80000,"Metal (Foundaries, Mills, Refining, Processing)",3312,12,TRUE
MTLS,Materialise NV,17.57,$929.29M,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtls,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MTLS,materialise.com,Technologielaan 15,,Leuven,,3001,Belgium,2009,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=materialise.com,,materialise.com,MATERIALISE,TECHNOLOGIELAAN 15,LEUVEN,,,BE,Private,0,"Retail (Appliance, Electronic, Computer)",5734,57,
MTN,"Vail Resorts, Inc.",234.11,$9.41B,1997,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/mtn,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MTN,vailresorts.com,390 Interlocken Crescent,,Broomfield,CO,80021,United States,6100,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=vailresorts.com,MTN,vailresorts.com,VAIL RESORTS,390 INTERLOCKEN CRESCENT STE 1000,BROOMFIELD,CO,80021,US,Public,10000,,7990,70,TRUE
MTNB,"Matinas Biopharma Holdings, Inc.",0.6971,$99.68M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtnb,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MTNB,matinasbiopharma.com,1545 Route 206 South,Suite 302,Bedminster,NJ,7921,United States,15,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=matinasbiopharma.com,,matinasbiopharma.com,MATINAS BIOPHARMA,915 KLOSTERMAN RD,TARPON SPRINGS,FL,,US,Private,5,Chemicals (Pharmaceutical and Drug),2834,28,
MTOR,"Meritor, Inc.",17.89,$1.48B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/mtor,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MTOR,meritor.com,2135 West Maple Road,,Troy,MI,48084,United States,9300,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=meritor.com,MTOR,meritor.com,MERITOR,2135 W MAPLE RD,TROY,MI,48084,US,Public,8200,Motor Vehicles and Transportation Equipment,3714,37,TRUE
MTP,Midatech Pharma PLC,1.24,$25.38M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtp,,https://crawl.versium.com/finance.php?cmd=readall&ticker=ROSE,rosehillresources.com,16200 Park Row,Suite 300,Houston,TX,77084,United States,79,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=rosehillresources.com, , , , , , , , , , , , , ,
MTRN,Materion Corporation,57.76,$1.18B,n/a,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/mtrn,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MTRN,materion.com,6070 Parkland Boulevard,,Mayfield Heights,OH,44124,United States,2700,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=materion.com,MTRN,materion.com,MATERION,6070 PARKLAND BLVD,MAYFIELD HTS.,OH,,US,Public,3000,,3460,33,TRUE
MTRX,Matrix Service Company,18.23,$488.7M,1990,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/mtrx,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MTRX,matrixservicecompany.com,5100 East Skelly Drive,Suite 500,Tulsa,OK,74135,United States,,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=matrixservicecompany.com,,matrixservicecompany.com,MATRIX SERVICE COMPANY,5100 E SKELLY DR,TULSA,OK,74135,US,Private,7500,Construction (Special Trade),1799,17,
MTSC,MTS Systems Corporation,58.81,$1.14B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mtsc,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MTSC,mts.com,14000 Technology Drive,,Eden Prairie,MN,55344,United States,3400,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=mts.com,MTSC,mts.com,MTS SYSTEMS,14000 TECHNOLOGY DR,EDEN PRAIRIE,MN,55344,US,Public,3500,Laboratory Equipment and Measurement Devices,3829,38,TRUE
MTSI,"MACOM Technology Solutions Holdings, Inc.",19.18,$1.27B,2012,Technology,Semiconductors,https://www.nasdaq.com/symbol/mtsi,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MTSI,macom.com,100 Chelmsford Street,,Lowell,MA,1851,United States,1400,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=macom.com,,macom.com,MACOM,100 CHELMSFORD ST,LOWELL,MA,1851,US,Private,1100,Electronics and Electronic Components,3674,36,
MTSL,MER Telemanagement Solutions Ltd.,0.9347,$3.08M,1997,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/mtsl,,https://crawl.versium.com/finance.php?cmd=readall&ticker=SRRA,sierraoncology.com,885 West Georgia Street,Suite 2150,Vancouver,BC,V6C 3E8,Canada,79,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=sierraoncology.com, , , , , , , , , , , , , ,
MTW,"Manitowoc Company, Inc. (The)",14.94,$528.09M,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/mtw,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MTW,manitowoccranes.com,One Park Plaza,11270 West Park Place Suite 1000,Milwaukee,WI,53224,United States,5000,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=manitowoccranes.com,MTW,manitowoc.com,THE MANITOWOC COMPANY,11270 W PARK PL STE 10000,MILWAUKEE,WI,54220,US,Public,4900,Industrial and Commercial Machinery,3531,35,TRUE
MTX,Minerals Technologies Inc.,46.79,$1.64B,1992,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/mtx,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MTX,mineralstech.com,622 Third Avenue,38th Floor,New York,NY,10017,United States,3720,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=mineralstech.com,,mineralstech.com,MINERALS TECHNOLOGIES,622 THIRD AVENUE NEW YORK,NEW YORK,NY,,US,Private,0,"Stone, Clay, Glass, And Concrete Products",3255,32,
MTZ,"MasTec, Inc.",59.02,$4.5B,n/a,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/mtz,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MTZ,mastec.com,800 South Douglas Road,12th Floor,Coral Gables,FL,33134,United States,20000,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=mastec.com,MTZ,mastec.com,MASTEC INC,800 S DOUGLAS ROAD 12TH FLOOR,CORAL GABLES,FL,,US,Public,17300,Construction (Heavy),1623,16,TRUE
MU,"Micron Technology, Inc.",42.04,$46.4B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/mu,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MU,micron.com,8000 South Federal Way,,Boise,ID,83716,United States,36000,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=micron.com,MU,micron.com,MICRON TECHNOLOGY,8000 S FEDERAL WAY BOX 6,BOISE,ID,83706,US,Public,34100,Electronics and Electronic Components,3674,36,TRUE
